tweets,labels
Respected sir @DoT_India @TRAI there’s a no strong signals for Jio in 414403 Rashin urban area. 6 complaints already filed but no action taken by @JioCare,sustainable_cities_and_communities
"@Anuraag_Shukla I have heard general complaints about something very similar from profs in many colleges in urban India. Ofcourse, not this bad, but there has been an uptick in such behaviour post-pandemic.",sustainable_cities_and_communities
"AROUND 86,942 COMPLAINTS DISPOSED OF RERA ACROSS INDIA

To Read Full Article, Click Here - https://t.co/CQBlds5D5z

#Complaints #RERA #India #RERA #minister of #state #Housing and #Urban_Affairs #Kaushal_Kishor",sustainable_cities_and_communities
"Plus, appreciate @myBESTBus and @BMTC_BENGALURU for handling everything from complaints to even rants very patiently. You are the benchmarks we need in India's urban transport scene.",sustainable_cities_and_communities
"Most divorces are initiated by women and most are in urban India, where education is not exactly a problem. In most divorce cases, women usually file all sorts of complaints. It is delusional to think it can be fixed, without doing away with bad laws.

https://t.co/m7OWmEut7C",sustainable_cities_and_communities
@DelhiPolice Wat abt other complaints?Jamia?JNU?...why haven’t been any arrests made till now?Whole of india salutes d resilience of our sisters..,sustainable_cities_and_communities
I have raised complaints continuously but no improvement have been shown. The location is from a rural part of India and fiber optics are still long awaited possibility but at least you could try not to worsen your pre-existing services.,sustainable_cities_and_communities
"India's worst network provider company in telecommunication sector is @reliancejio specially in remote locations or rural areas. After taking complaints from customers they aren't going to resolve it @reliancegroup @reliancejio 
Suggestion from me don't purchase #JIO sim cards.",sustainable_cities_and_communities
"@BSNLCorporate Shameless people at BSNL. Even after repeated requests/complaints, no solution is provided. @DoT_India please know that rural India is also part of (your digital) India. We have to recharge regularly to keep our connection active, yet no network for almost a month. https://t.co/zPiBU3lyuX",sustainable_cities_and_communities
"People are not data points 👉 @so_radhikal sharing about partnerships b/w tech companies &amp; hospitals in rural India. The lack of complaints creates a false perception &amp; focus on ""spectacular technologies"", derailing public efforts from solving the actual needs of populations ⤵️ https://t.co/Oe9jsDQaYM",sustainable_cities_and_communities
"@Airtel_Presence @airtelindia @airtelnews 

A company which comments on its connectivity as the fastest &amp; widely spread on rural areas of india, 
From the last 6 days there was no internet in a city like delhi.
Also they don’t respond to the complaints.
#Airtelcare worst support",sustainable_cities_and_communities
@bsesdelhi There is many electricity cut in Kunwar Singh Nagar Nangloi Delhi-110041 area in these summer days. There is 5 hours cut in every 4-5 days. When this happens in capital of india. Then what happens in rural area. I did many times complaints but no resolution.,sustainable_cities_and_communities
"@Advaidism Complaints of most previleged , upper caste as well as people who haven't seen rural India closely",sustainable_cities_and_communities
"@airtelindia What kind of service you’re providing in rural areas of India? Everytime when power failure happens ,First thing happens is airtel range goes blank, Not even a single stick available and same happening from last 2-3 months.We did multiple complaints,",sustainable_cities_and_communities
"@pibvijayawada @mansukhmandviya @MIB_India @MoHFW_INDIA @PIB_India @PIBHyderabad @DDNewsAndhra Inspite of several complaints to District Panchayati Raj and our Mudidham Village Panchayat president husband , so far no action has been taken on laying of roads inspite of funds allocated, I am complacent on the attitude of Public representative and Servants in rural developmen",sustainable_cities_and_communities
@DoT_India @narendramodi @PMOIndia @Indiagovin @DDNewslive  I think bsnl is ignore rural areas complaints I don't know how many days I am complaining but no response only replied bsnl fault is attend bts is working,sustainable_cities_and_communities
Recieved series of Complaints from Ramban #Harrogh #Dharmkund #Soomber regarding the Electricity problem Still in the digital era. Directed to @dcramban kindly visit these areas to Resolve their grivences as Soon As Possible.@DIPRRambandic . @rural_raj https://t.co/ee4dhFHV5e,sustainable_cities_and_communities
"@hksingh265 @sunil2819 @PIB_India @RailMinIndia @PiyushGoyal Absolutely Correct.
Just because Hatred towards Modi and his team could be the reason the doubts.
Does any Indian know that Public Transportation in India  is 'DIRT' CHEAP be it Rail, Road, and we still have complaints.
We yearn from Freebies 
Pathetic!",sustainable_cities_and_communities
"@NayantaraRai @Uber_India @Olacabs Switch to auto or public transportation, it's better. Don't get your hopes too high because nothing will happen to our complaints except genric apology email.",sustainable_cities_and_communities
"bus services , Public Transportation Complaints , Pune , Maharashtra , Jago Grahak Jago , India https://t.co/K96fdcDtFy",sustainable_cities_and_communities
"@BJP4TamilNadu @MoHUA_India  The SWATCHHATA App is really handy and helpful in Metro cities, to report.  Complaints in this Central App move  state machinery to immediately attempt the issues for resolving. 
A sensitization campaign be launched to Public awareness to use the app.",sustainable_cities_and_communities
@OfficialUPMetro @Secretary_MoHUA @MoHUA_India @HardeepSPuri @CMOfficeUP @UPGovt @ChiefSecyUP @DDUttarPradesh @PibLucknow Yesterday i tweeted about insects in metro but i think your page is just for uploading Ads not for suggestions or complaints.,sustainable_cities_and_communities
"@DoT_India My BSNL number 9123329034 is facing very slow internet issues. Inspite of several complaints no constructive steps have aa yet been taken. Kolkata, being a Metro City the 3G towers should be upgraded to 4G as soon as possible.",sustainable_cities_and_communities
"India also have Ayurved, homeopath and unani streams other than allopath. As and when case be even pharmacists offer OTC options for small day today complaints ☺️. The Diagnostic services are just as good as developed states especially in metro and tier 1 cities.",sustainable_cities_and_communities
@MumbaiMetro3 @CMOMaharashtra @MahaDGIPR @MoHUA_India @Secretary_MoHUA @AshwiniBhide @SubodhGupta_ @aa_bhatt @RamanaR4 Metro ka roz roz ka timing ka natak ho chuka hai....no one is there to take complaints... whenever u ll ask them to complain....these people will show some bullshit numbers given on their counter and tell u to call on this number,sustainable_cities_and_communities
"@sanitydurast @Uber_India uber and ola they both behaves like they dont know anything but they know about their costumer problems and complaints,they don't solve problems intentionally,same happened with me last year i came from noida to gtb nagar metro station original amount was 387 but i had to pay 617",sustainable_cities_and_communities
@Vijayen11509879 @AMC_Complaints @ahmedabadmirror @AMCommissioner @Mukeshias @CMOGuj @AmdavadAMC @lochan_sehra @LochanSehra @CollectorAhd @Shah4Gandhinagr @PMOIndia @vinod_moradiya @Rushikeshmla @AudaPmay We are living in very and unhygienic condition of India one the most imp metro and smart City full of gutter water no administration nothing just live like this,sustainable_cities_and_communities
"Delhi Metro Rail Corporation makes amendments in #Transgender Toilet Signage and Language + Appoints Complaints Officer under Transgender Persons Act 
Subsequent to notice by National Human Rights Commission in response to complaint by Dr. Aqsa Shaikh 
@OfficialDMRC
@India_NHRC https://t.co/STJgZcQKrd",sustainable_cities_and_communities
@OfficialDMRC @MoHUA_India @HardeepSPuri @PMOIndia Delhi metro doesn't even reply to some complaints...!!,sustainable_cities_and_communities
"@JioCare @reliancejio @TRAI @jagograhakjago Imagine the speed of Jiofiber in a metro city 0.1kbps to 0.3kbps where they take money for 30MBps. Even after repeated complaints, NO resolution.@PMOIndia @DoT_India https://t.co/zfKNNT5u5D https://t.co/RLxeTmmVG3",sustainable_cities_and_communities
"@Lolita_TNIE @NewIndianXpress @BSBommai @Nimmabhaskar22 @XpressBengaluru @KannadaPrabha @KARailway @shivakumar_tnie @BBMPAdmn @MoHUA_India @sirahatti @atul_sharma91 @srivasrbmrccoi1 Wow fantastic this is. I really want customers to use this portal to raise complaints. There are commuters who misbehave and play loud music inside the car. Now nobody wears a mask, metro is a place where we can get infected easily. Hope the mask mandate is brought back.",sustainable_cities_and_communities
"@mollyfleck We do. I’ll take American housing anyday over Europe, China HK India etc…NE USA transit systems  ie NYC for all its shortcomings and complaints, is great..interstates despite lack of proper maintenance built modern America",sustainable_cities_and_communities
"The sad state of housing in Noida. My father paid entire amount for @gaursons_india. Been following up for past two years but all in vain. No response. No possession. @UPRERAofficial @noida_authority 
Gaursons India Pvt. Ltd. Complaints https://t.co/WFgUlY5oeb via @twitterapi #",sustainable_cities_and_communities
"@PMAYUrban @HardeepSPuri @mp_kaushal @Secretary_MoHUA @MoHUA_India @KuldipNarayan Largest Affordable housing ......
with the smallest houses to live 
and 3rd-grade constructions quality

People have been waiting for their subsidy since 2019 and their complaints are thrown into dustbins.

No Governance Model!

@narendramodi @PMOIndia @PMAYUrban  #PMAY  #Scam",sustainable_cities_and_communities
"@MCChandigarh @SmartCities_HUA @MoHUA_India @HardeepSPuri @Secretary_MoHUA @JSecretary_SCM Neighbours encroaching govt land openly without any fear of complaints, claiming they know people in govt.
This is happening in Chandigarh housing complex. Guide me pls on who will take action against this in Central and State govt and demolish these illegal structure.
@PMOIndia",sustainable_cities_and_communities
"India is class privileged at all levels. Today my society has banned house helps, delivery guys from using normal lifts. Most probably after complaints from residents only. This happens in all high rise housing societies where ""educated"" india lives. 1/2",sustainable_cities_and_communities
@PMAYUrban @HardeepSPuri @mp_kaushal @Secretary_MoHUA @MoHUA_India @ibhomeloans  why Indiabulls housing finance did not give PMAY at same building where other bank and NHFC gave easily.  Did not get any help from many complaints.  All get benefits only on social media. All drama is going to make people foolish.,sustainable_cities_and_communities
@MoHUA_India Sir my CLAP ID C0002582811 is pending with National Housing Bank since more than 180 days and not approve from NHB even after multiple complaints. Please help 🙏🙏,sustainable_cities_and_communities
"AROUND 86,942 COMPLAINTS DISPOSED OF RERA ACROSS INDIA

To Read Full Article, Click Here - https://t.co/CQBlds5D5z

#Complaints #RERA #India #RERA #minister of #state #Housing and #Urban_Affairs #Kaushal_Kishor",sustainable_cities_and_communities
"Pathetic condition of central government employees housing in Delhi KG Marg. Lives are in danger, unhygienic, authorities care a damn after repeated complaints

#cpwd #PWD @CPWDGOV @PMOIndia 
@MoHUA_India @DGCPWD https://t.co/kRLOFyA7EL",sustainable_cities_and_communities
"Housing investigation is by HUD dept. of crime complaints in Washington DC, my name is verified to be Prudence Shagwell, my birth name is Chantal Mauduit &amp; Denali AngFang, my birth parents are Chantal Mauduit of Hanslope England &amp; AngFang Sherpa of Ladakh, India https://t.co/ylHhG93N8m",sustainable_cities_and_communities
"@upkachokra @srkkush1 @DelhiNCRView @noida_authority @CeoNoida @CMOfficeUP @myogiadityanath @ChiefSecyUP @Satishmahanaup Agree more than 8 years multiple complaint no action all our complaints goes into dustbin few NA folks who support blder  Renu agarwal, Santosh, Rajesh osd and complete group housing and planning. Pl tke strict action against divine India infrastructure 108",sustainable_cities_and_communities
"@PMAYUrban @HardeepSPuri @mp_kaushal @Secretary_MoHUA @MoHUA_India @KuldipNarayan Largest Affordable housing ......
with the smallest houses to live 
and 3rd-grade constructions quality

People have been waiting for their subsidy since 2019 and their complaints are thrown into dustbins.

No Governance Model!

@narendramodi @PMOIndia @PMAYUrban  #PMAY  #Scam",sustainable_cities_and_communities
"@mitchellvii To be expected. Dems run Ca, a sanctuary state. The Priority Immigrants drove Californians out of affordable housing in LA &amp; San Diego. Streets are more contaminated than slums of India/Brazil/Kenya, w/20,000 complaints last year about feces on the streets of San Francisco alone!",sustainable_cities_and_communities
@cmohry @mlkhattar @BJP4India @BJP4Haryana @MIB_India @PIB_India @TOIGurgaon @RKJain52832166 @MohitKu1968 @leenadhankhar @rssurjewala @mlkhattar The govt is not at all listening to the complaints of Haryana affordable housing policy buyers. A big scam occured because of nexus between builders and Town and country planning department. No action,sustainable_cities_and_communities
@cmohry @PiyushGoyal @FinMinIndia @PIB_India @MIB_India @BJP4India @BJP4Haryana @TOIGurgaon @RKJain52832166 @MohitKu1968 @mlkhattar there are many ways of corruption. Gross violation of norms in Haryana affordable housing policy 2013 is perfect example of corruption. No action is taken by DTCP officers against builders. Several complaints filed but no action,sustainable_cities_and_communities
"@cmohry @BJP4India @BJP4Haryana @PIB_India @MIB_India CM is also to concern for the Affordable Housing Policy where more than 1 lakh buyers are affected as no anomalies have been clarified / removed in the policy despite various complaints in CM window, RTI, Representations, Reminders, Legal notice, etc. sent from October, 2017.",sustainable_cities_and_communities
"@cmohry @BJP4India @BJP4Haryana @MIB_India @PIB_India @UKIBC @ZapandGo Open loot in Gurgaon by Affordable housing builders, Govt  and TCP department keeping mum on Flat buyers complaints since last two years...",sustainable_cities_and_communities
"@cmohry @FinMinIndia @arunjaitley @BJP4India @BJP4Haryana @MIB_India @PIB_India Open loot in Gurgaon by Affordable housing builders, Govt  and TCP department keeping mum on Flat buyers complaints since last two years...",sustainable_cities_and_communities
"@cmohry @BJP4India @BJP4Haryana @MIB_India @PIB_India Open loot in Gurgaon by Affordable housing builders, Govt keeping mum on Flat buyers complaints since last two years...",sustainable_cities_and_communities
"Tax shouldn't be decided based on your income in India. It should be like a service and offer amenities like
- Walkable roads
- Street lights
- Healthcare
- Support for NGOs
You pay and get a receipt of where your money went. u also have an option to raise complaints if you dont",sustainable_cities_and_communities
"@mollyfleck We do. I’ll take American housing anyday over Europe, China HK India etc…NE USA transit systems  ie NYC for all its shortcomings and complaints, is great..interstates despite lack of proper maintenance built modern America",sustainable_cities_and_communities
"@spoton_India bullshit delivery services. Keeps the packages with themselves and update wrong status that user refused to receive delivery. Keeps on adding material for one location save transit money. Even complaints are not addressed.
Kept material from 5th april. https://t.co/M1epNxtR5q",sustainable_cities_and_communities
"@FINVASIA , My order was in transit for long time and even after it cancel fund is not allocated. Customer support told always religion... i have done more than 10 times in 25 min. Why such poor Services ? @SEBI_India is there any was i can file complaints  again finvasia",sustainable_cities_and_communities
"@IndiaPostOffice @rsprasad 
Why your customer care number 18002666868 is not active??
I have a complaints of
CM446096451IN and CM446084538IN. Both parcels is in transit since 35 days yet not delivered. You people damaging the trust of India Post. You not even reply to our queries",sustainable_cities_and_communities
"Transit rent of mahavir building residents of redevelopment, matunga stopped 
All complaints since start of redevelopment went unheard.  @narendramodi @suchetadalal @nauzerbTOI @PMOIndia @HMOIndia @MoHUA_India @krishnarajraoN @MeeraKamath  @LegalLro @VijayKumbhar62 @rsprasad https://t.co/FkBqQ3Xxmp",sustainable_cities_and_communities
@IndiaPostOffice Registered Parcel No. CK055472530IN was booked on 28.11.2020 has my child's books are still in Transit and due to technical issue complaints portal not registering complaints. Can India Post help me out to escalate this matter???,sustainable_cities_and_communities
"@HemantP15981433 @DrOM_Machra @Mukeshias @AmdavadAMC @ibijalpatel @amulbhattbjp @MoHFW_GUJARAT @drrajivguptaias @InfoGujarat @MoHFW_INDIA @PMOIndia @RanaDilipkumar @AMC_Complaints But my request is i got test after 13 hours of Request, 4 tweets, 5times call to 104, one call to central helpline. May be every1 don’t have that much of time and efforts to do. Night buth for Rapid Test at 3-4 places in Ahmedabad ll reduce transit effort of Team.",sustainable_cities_and_communities
"@Jitendr86014122 Currently articles is in transit and will be delivered to the addressee shortly. For registration of complaints sender may contact booking post office or register complaints visiting website India Post - Contact us.  
PG Cell
O/o CPMG DAK BHAWAN
BHOPAL 462012",sustainable_cities_and_communities
"@Rakesh0879 @nikkhhiljethwa @NiteshNRane @IamNRGe @lionbhai @nomi88988 @Neema03046175 @MNCDFbombay @India_NHRC @innbofficial @NehaWagh @DhiwarPriya @ShwetaBangre @ImmanuelRajanN1 @akashsonetha @ANI 8 illegal water connections DISCONTINUED on complaints but these water lines are again reconnected and misused. Despite crores overdues to department, BMC giving new water lines connections. Illegal Encroachment of Transit camps and hits shops and tabelaas but bmc least bothered https://t.co/c1S1oGnli4",sustainable_cities_and_communities
"(1/2) @DTDCIndia @jagograhakjago
Dtdc is a worst courier service in India. Though my parcel reached destination on 29/5/19 they deliberately lied to me that they didn't get it and that it might be in transit or might have got damaged. All of a sudden after so many complaints",sustainable_cities_and_communities
"India Diary, Day 1: flight delays, $1 haircuts, overpopulated transit &amp; complaints that I don't eat well in America #SomeThingsNeverChange",sustainable_cities_and_communities
"@India_NHRC Will you also direct #SHRC to publicise similar information, extend services to districts/talukas, GPs? Why accessibility to make complaints/seek Redressal such a challenge? #StateHumanRightsCommissions be tech savvy @ChetanAhimsa @shruthihm1 @murali772 @cynstepin @BahutvaKtka",sustainable_cities_and_communities
"So glad to see that @cgpdtm_india has taken some very important #accessibility measures on the basis of the complaints filed by @KcKankanala. Most importantly, good to hear that the official team reached out to Dr Kankanala quickly. All websites need to be accessible by design. https://t.co/Se7f5nzuAB",sustainable_cities_and_communities
"@Tireless6491130 @AFP No complaints on accessibility or availability. 

Yes prices have gone up just like in India or many of the other countries in the world.",sustainable_cities_and_communities
@instagram  should be banned in india atleast. Even after repeated complaints it doesnt let me add a story independently using voice over. Now and the accessibility has even worsen. Last chance before u get sued. #rpwd #a11y @facebook,sustainable_cities_and_communities
"@Toyota_India @Toyota__japan @vikramkirloskar @jagograhakjago 
It's a shame that Toyota is not at all responded to the several complaints registered by calls, emails, and Twitter. Advise me on whether I have to list the consumer law clauses for these practices. refer image attach https://t.co/Zv09Td9yf5 https://t.co/DrxgOiIbA1",responsible_consumption_and_production
"Read complaints about “Airtel” on our website:
https://t.co/Wv9Ds7e4VC
#airtel #consumercomplaints",responsible_consumption_and_production
@ramsamys1 Raise it on a consumer forum @sundarpichai there are too many complaints about the way in which Flipkart and Google are going about selling these phones in India.,responsible_consumption_and_production
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",responsible_consumption_and_production
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",responsible_consumption_and_production
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",responsible_consumption_and_production
"@EurekaForbes Why private message? Let your other consumers and future ones know that complaints can only be registered online where the customer care doesn’t pick up the phone, till they pick up the phone no other official will make good the water purifier but may give a rude response.",responsible_consumption_and_production
"Read complaints about “Lenskart” on our website:
https://t.co/u44fIiPyvv
#lenskart #consumercomplaints",responsible_consumption_and_production
"Consumers can file their complaints on consumer commission electronically through e-daakhil.

#edaakhil #consumercommission #AapkiapniJagriti #JagoGrahakJago #ConsumerRights
@PiyushGoyal @AshwiniKChoubey @SadhviNiranjan @rohitksingh @IndianStandards @PIB_India @mygovindia https://t.co/VznLuT8RUV",responsible_consumption_and_production
"@_Kalyan_K my order i have sent 10 mails to CEO India/world even Flipkart have that worst condition even Mr Kalyan who holds doesn't responds or his team dam cares consumer complaints, flipkart makes sales and then product gets costlier and they cancels,some screen shots attached https://t.co/N6qjrdMkDy",responsible_consumption_and_production
"@airtelindia Airtel received 3 crore consumer complaints -the highest among all operators, during 2021-2022 according to the Telecom report published in the FY2022. Yet, it continues to falsely proclaim itself as the best network in India.",responsible_consumption_and_production
"@PMOIndia @minmsme @FinMinIndia भ्रष्टाचार इस देश का सबसे बड़ा दुर्भाग्य है।
Many complaints about glass beads(70181020)product, they are still damaging the domestic market by importing at low prices, now we are also stopping the production in India like other manufacturing unit.",responsible_consumption_and_production
"ALBUM REVIEW: What an album! India you did that. I have no complaints, not one. This is what you called a good R&amp;B music. The vocals, production, lyrics, etc. Its a 10 out of 10 for me. #BeforeWeGoDeeper https://t.co/gIK6rssu70",responsible_consumption_and_production
That Crompton has stopped the production of the Silent Pro models due to many issues and complaints by the users. After spending double the amount of any great BLDC fans like @atomberg_tech this is what we get. @Crompton_India should fully replace all the fans of existing (3/n),responsible_consumption_and_production
"Complaints of lower mentha production due to the #heatwaves this year are pouring in from a large number of farmers in Barabanki district of UP, which contributes to 80% of India's total menthol production.  Mentha is an important cash crop for farmers.

https://t.co/CkV8M6CLDG",responsible_consumption_and_production
"@StarmanMing @atulkalaskar @ICannot_Enough @bradsferguson @bonhomme123 I just don’t see India being a serious option in the next 5 years… on par with potential Nigeria production. If the numbers pan out, we’ll hear something from Elon but only import complaints so far to my knowledge.",responsible_consumption_and_production
"Hollywood star #BillMurray has shared his first statement on the suspension of production on '#BeingMortal', which Searchlight Pictures deemed necessary after investigating complaints of inappropriate behaviour against him. https://t.co/4GK0PA5erS",responsible_consumption_and_production
iPhone production in India again disrupted as Apple acts on worker complaints https://t.co/HeY0GXncJ5,responsible_consumption_and_production
"In a landmark judgement, the #KeralaHighCourt on Thursday said that film production houses have the responsibility to form an Internal Complaints Committee (ICC) as per the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013. https://t.co/lvVd3PKP9C",responsible_consumption_and_production
iPhone production in India again disrupted as Apple acts on worker complaints https://t.co/30OA2xH2QC,responsible_consumption_and_production
iPhone production in India again disrupted as Apple acts on worker complaints https://t.co/VPoUlhXSuq,responsible_consumption_and_production
iPhone production in India again disrupted as Apple acts on worker complaints. https://t.co/2Lb3NV712b,responsible_consumption_and_production
@elonmusk Yeah Elon no complaints...just dont tweet much and no need to reply to ppl they wont agree and u cant explain urself to millions of ppl so let it be...will be a waste of ur time n yeah when u visit india gimme a buzz will make u a nice cup of tea...😀,responsible_consumption_and_production
"@cityofpatna @UDHDBIHAR @IPRD_Bihar @dm_patna @SwachSurvekshan @MoHUA_India @mygovindia @SwachhBharatGov @HardeepSPuri @Secretary_MoHUA @RoopaMishra77 @yadavtejashwi At ward no. 11, there are no Roads, no drainge, all the waste water from houses are accumulating in nearby empty lands inviting insects, mosquitos, snakes, rats, etc. causing deseases like dengue. Pathetic situation and no one to listen despite complaints. https://t.co/RSbO2UdLbP",responsible_consumption_and_production
"@airindiain I fail to u/stand why, instead of forwarding my grievance to Air India staff attending FFP complaints, you put the onus on the customer &amp; waste even more time. Did you think I was unaware of my options of emailing or contacting your Call Centre? Twitter is for quick resolutions.",responsible_consumption_and_production
"@barandbench @AB_Hazardous India is Factory of creating educated Legal Beggars

Current procedure is 99.99% fool proof where the lady takes the cake regardless of her lodging false complaints or her education or earning capability

Why waste nations money for Girls education when they r 2 b maintnd",responsible_consumption_and_production
"@bmcbbsr @MayorofBBSR we are facing sewage overflow issue and its been an year lot of complaints raised but there is no solution till now waste water is flowing on road and as citizen of odisha,india we expect that BMC Or Mayor will listen to this issue 🙏 #SwachhBharatAbhiyan",responsible_consumption_and_production
@UIDAI @GoI_MeitY @_DigitalIndia @PIB_India @mygovindia You should not claim that online updates work... i have raised request in aug...complaints in September and situation is still the same... not update no response... online charges waste...are we are claiming we are digital....Alas :(,responsible_consumption_and_production
"@CareDominos @dominos_india @dominos @jagograhakjago @fssaiindia But with you it seems that customer complaints are a waste of time for you, right from the lowest level of the store to the company. This is a pathetic experience for me as a customer, who has paid for such terrible food and even a terrible customer response team.",responsible_consumption_and_production
@Parryware_India @Parryware_India  it’s been 8 months  total 10 complaints raised for one reason that my closet model cute a symphonic type is not able to suck the human waste and flush it out technician Mr Deva tried putting paper and threads to a check if it can flush and he is comfortable,responsible_consumption_and_production
@Parryware_India  it’s been 8 months  total 10 complaints raised for one reason that my closet model cute a symphonic type is not able to suck the human waste and flush it out technician Mr Deva tried putting paper and threads to a check if it can flush  https://t.co/lNSUsIBC4e,responsible_consumption_and_production
@Parryware_India  it’s been 8 months  total 10 complaints raised for one reason that my closet model cute a symphonic type is not able to suck the human waste and flush it out technician Mr Deva tried putting paper and threads to a check if it can flush and he is comfortable,responsible_consumption_and_production
"@tcl_india Don't buy TCL PRODUCT... service team is very bad, wrong updations, very lieying executives &amp; the company is not take any action to customer's complaints... Very waste  company...",responsible_consumption_and_production
@pfizer @AlbertBourla @POTUS @WHCOVIDResponse Gelusi MPS Antacid manufactured in India is a defective formulation. The magnesium Hydroxide used in formulation is made out of the natural resources. Pathogens controlled by preservatives. Tendency to convert pink colour to black. Hence many complaints arise in India.,responsible_consumption_and_production
"@gidikariuki @mwabilimwagodi @Twitter @jack Reminds me of the complaints that we haven’t been “given” vaccines. 

Meanwhile, India (similar population as “Africa” but far fewer natural resources) have their own vaccine coming out + also built a huge facility to produce AZ/Oxford (“CoviShield”) vaccine!",responsible_consumption_and_production
@SimnaniIqbals @tavleen_singh Tnx. Agree with you that liberals (not just in India) have allowed bigots to capitalize on genuine concerns about Islamic extremism. But I don't see why we need to recycle complaints about vote bank politics and the like to criticize a blatantly discriminatory law like the CAB.,responsible_consumption_and_production
"@devusinh @IndiaPostOffice @AmritMahotsav Are you sure? The customer complaints on twitter paints a different picture.

With widest pin code coverage &amp; ecom boom, why does india post dont have convincing market share in the supply chain &amp; logistics sector? It should have been at no1 spot.",responsible_consumption_and_production
"kenapa jepun, korea, indonesia  cuba elak makan daging import dari india pakistan? KP @DatoNorliz tau kan? halal intergriti, halal complaints supply chain? animal warfare? animal supply chain? Allahuakbar, semoga rakyat malaysia satu hari nampak",responsible_consumption_and_production
"@FCI_India @AgriGoI @fooddeptgoi @nstomar @PIB_India @MIB_India @micnewdelhi @COVIDNewsByMIB Due to timely action by @Fci_maharashtra, there was no disruption in supply chain management of foodgrains, no complaints received from people, media or state administration. Ample quantity of foodgrains were always made available in own and hired depots of @FCI_India 

#PMGKAY https://t.co/MacFAgCnrY",responsible_consumption_and_production
"@andpru @skornblith @roydanroy The complaints from India are as clear as muddy waters.  It's unknown what's missing in India's supply chain.  Furthermore, it does not make sense for the US to compromise the vaccination of its citizenry or the Western hemisphere.",responsible_consumption_and_production
"@DNewtonC @MattHancock It is not right that I am receiving complaints from India about the inadequate nature of UK vaccine programme, that there appears to be no surplus production here or poor supply chain management. That is not the sort of phone call I expect to receive. https://t.co/fGM8m7DqBH",responsible_consumption_and_production
"""There should be a sole nodal authority where #brands can approach with their #counterfeit complaints"", said Mr. Pankaj Kumar Patodi, Head Supply Chain, Godfrey Phillips India Ltd on the 2nd day of @TAFIndia2019

#taf2019 #authentication #anticounterfeiting @aspaglobal https://t.co/8T2GXSE1In",responsible_consumption_and_production
@harleydavidson Already contacted your customer care number and Registered details of complaints to Anup .....and then followed up 4 times no solution.... Also sent  a mail to ride India but no solution....issue is your supply chain... They have done some mistake and now no one is responding..,responsible_consumption_and_production
"I agree with @PiyushGoyal. I live in the US &amp; now people see India differently. Few complaints were infrastructure power cuts, corruption, &amp; cleaniness where India is improving at faster speed. We can built better supply chain.

22 sec @Shehzad_Ind 😘😘 Two of my fav in one clip. https://t.co/q6tCgc7xzy",responsible_consumption_and_production
"why CS-focused companies moved their business here from India due to multiple cust. complaints that they could hardly understand them.
Another thing is the amount they pay for outsourcing in our country just as I mentioned earlier is higher compared to other countries",responsible_consumption_and_production
"@NatWestBusiness what is the update?
the account liaison is as competent as one can be , he keeps sending over the same questions, after 6 weeks of ignoring my application and complaints! stop outsourcing TO India !!",responsible_consumption_and_production
"@LouGarza86 Outsourcing. Cheaper labor. ""Where a U.S.-based call center employee cost a business an average of $20 an hour, one based in India cost an average of $12."" But trend showing coming back to U.S. partially b/c of customer complaints as you indicated.",responsible_consumption_and_production
"@MiLOKMAT @Dot_India @MTNLMbiOfficial Needs immediate merger of BSNL and MTNL to exist Nigams.Their services are poor due to inadequate infrastructures and modus operandi of the staff. No response to calls,mailbox, complaints etc.nor TRAI's guidelines followed. Outsourcing is the solution.",responsible_consumption_and_production
"@MiLOKMAT @Dot_India @MTNLMbiOfficial Needs immediate merger of BSNL and MTNL to exist Nigams.Their services are poor due to inadequate infrastructures and modus operandi of the staff. No response to calls,mailbox, complaints etc.nor TRAI's guidelines followed. Outsourcing is the solution.",responsible_consumption_and_production
"Outsourcing to India, we hear, typically brings up complaints about accent, but more recently, the focus is on time-of-day management and cultural understanding #ICMIchat https://t.co/lG0JFLbthL",responsible_consumption_and_production
"@RajbhushanPk @DoT_India @BSNLCorporate @bsnlandamannic @TRAI LOL, Bsnl toll free itself is not working nor their website accepting any complaints, logs out once you click on complaint,may be outsourcing to provide #AtmaNirbharBharat  Job program.They couldn't even tell the ground reality when they had chance, now designed as Agents..lol",responsible_consumption_and_production
"Which neighbour of Pak trusts it. Iran, Afghanistan and India have similar complaints of Pak sponsoring terrorist groups. Is there any other country in the world so distrusted as Pak is. Why? The army seeks outsourcing it's responsibility of security to terrorists",responsible_consumption_and_production
"@McFaul And what was India's Arms Deal Agreement besides being the telemarketing outsourcing/complaints center for all American companies, along with Americans personal information?",responsible_consumption_and_production
@WestMidRailway @networkrail Thanks for outsourcing your complaints telephone number to India.. they havent a clue and just because you are too ashamed to deal with them yourselves,responsible_consumption_and_production
